TIME: 2025-04-11T00:22:53Z | ALT: 29122 ft | SPD: 475 kt | TEMP: -39 C | FUEL: 85.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31833 ft | SPD: 503 kt | TEMP: -42 C | FUEL: 35.9%
TIME: 2025-04-11T00:22:53Z | ALT: 33363 ft | SPD: 467 kt | TEMP: -52 C | FUEL: 66.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38206 ft | SPD: 445 kt | TEMP: -51 C | FUEL: 34.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32951 ft | SPD: 504 kt | TEMP: -35 C | FUEL: 31.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33305 ft | SPD: 487 kt | TEMP: -53 C | FUEL: 95.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40020 ft | SPD: 457 kt | TEMP: -55 C | FUEL: 59.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39083 ft | SPD: 516 kt | TEMP: -30 C | FUEL: 74.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39623 ft | SPD: 429 kt | TEMP: -54 C | FUEL: 28.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40038 ft | SPD: 457 kt | TEMP: -48 C | FUEL: 66.2%
TIME: 2025-04-11T00:22:53Z | ALT: 31655 ft | SPD: 423 kt | TEMP: -30 C | FUEL: 87.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40449 ft | SPD: 482 kt | TEMP: -50 C | FUEL: 54.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39530 ft | SPD: 513 kt | TEMP: -54 C | FUEL: 27.9%
TIME: 2025-04-11T00:22:53Z | ALT: 38058 ft | SPD: 441 kt | TEMP: -45 C | FUEL: 35.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36552 ft | SPD: 458 kt | TEMP: -35 C | FUEL: 76.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30553 ft | SPD: 514 kt | TEMP: -36 C | FUEL: 46.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39349 ft | SPD: 424 kt | TEMP: -40 C | FUEL: 85.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40793 ft | SPD: 439 kt | TEMP: -33 C | FUEL: 44.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37537 ft | SPD: 433 kt | TEMP: -35 C | FUEL: 30.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39626 ft | SPD: 483 kt | TEMP: -34 C | FUEL: 90.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30983 ft | SPD: 453 kt | TEMP: -34 C | FUEL: 98.9%
TIME: 2025-04-11T00:22:53Z | ALT: 35012 ft | SPD: 489 kt | TEMP: -55 C | FUEL: 73.9%
TIME: 2025-04-11T00:22:53Z | ALT: 35071 ft | SPD: 488 kt | TEMP: -50 C | FUEL: 71.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37816 ft | SPD: 429 kt | TEMP: -38 C | FUEL: 52.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37728 ft | SPD: 496 kt | TEMP: -45 C | FUEL: 24.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38156 ft | SPD: 426 kt | TEMP: -45 C | FUEL: 33.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32294 ft | SPD: 503 kt | TEMP: -36 C | FUEL: 77.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31262 ft | SPD: 426 kt | TEMP: -37 C | FUEL: 31.3%
TIME: 2025-04-11T00:22:53Z | ALT: 34364 ft | SPD: 451 kt | TEMP: -45 C | FUEL: 77.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39337 ft | SPD: 518 kt | TEMP: -35 C | FUEL: 53.4%
TIME: 2025-04-11T00:22:53Z | ALT: 39902 ft | SPD: 493 kt | TEMP: -32 C | FUEL: 47.7%
TIME: 2025-04-11T00:22:53Z | ALT: 34579 ft | SPD: 463 kt | TEMP: -54 C | FUEL: 81.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31697 ft | SPD: 474 kt | TEMP: -45 C | FUEL: 38.8%
TIME: 2025-04-11T00:22:53Z | ALT: 34349 ft | SPD: 459 kt | TEMP: -36 C | FUEL: 24.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32106 ft | SPD: 514 kt | TEMP: -39 C | FUEL: 95.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37083 ft | SPD: 469 kt | TEMP: -38 C | FUEL: 73.7%
TIME: 2025-04-11T00:22:53Z | ALT: 37825 ft | SPD: 519 kt | TEMP: -45 C | FUEL: 80.2%
TIME: 2025-04-11T00:22:53Z | ALT: 32563 ft | SPD: 425 kt | TEMP: -42 C | FUEL: 92.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35088 ft | SPD: 506 kt | TEMP: -33 C | FUEL: 51.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38946 ft | SPD: 460 kt | TEMP: -33 C | FUEL: 71.5%
TIME: 2025-04-11T00:22:53Z | ALT: 37076 ft | SPD: 460 kt | TEMP: -37 C | FUEL: 90.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33318 ft | SPD: 498 kt | TEMP: -41 C | FUEL: 72.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29206 ft | SPD: 459 kt | TEMP: -32 C | FUEL: 50.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31446 ft | SPD: 428 kt | TEMP: -38 C | FUEL: 30.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37191 ft | SPD: 476 kt | TEMP: -54 C | FUEL: 74.8%
TIME: 2025-04-11T00:22:53Z | ALT: 40989 ft | SPD: 503 kt | TEMP: -39 C | FUEL: 91.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30806 ft | SPD: 447 kt | TEMP: -46 C | FUEL: 82.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32216 ft | SPD: 466 kt | TEMP: -45 C | FUEL: 47.4%
TIME: 2025-04-11T00:22:53Z | ALT: 36433 ft | SPD: 508 kt | TEMP: -33 C | FUEL: 65.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37959 ft | SPD: 429 kt | TEMP: -38 C | FUEL: 72.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30643 ft | SPD: 510 kt | TEMP: -43 C | FUEL: 44.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33856 ft | SPD: 457 kt | TEMP: -47 C | FUEL: 79.8%
TIME: 2025-04-11T00:22:53Z | ALT: 35660 ft | SPD: 439 kt | TEMP: -45 C | FUEL: 23.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36088 ft | SPD: 443 kt | TEMP: -40 C | FUEL: 97.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30331 ft | SPD: 421 kt | TEMP: -46 C | FUEL: 44.0%
TIME: 2025-04-11T00:22:53Z | ALT: 39971 ft | SPD: 441 kt | TEMP: -49 C | FUEL: 34.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39105 ft | SPD: 443 kt | TEMP: -43 C | FUEL: 96.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38047 ft | SPD: 500 kt | TEMP: -30 C | FUEL: 20.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30995 ft | SPD: 491 kt | TEMP: -38 C | FUEL: 89.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40464 ft | SPD: 463 kt | TEMP: -39 C | FUEL: 29.9%
TIME: 2025-04-11T00:22:53Z | ALT: 31389 ft | SPD: 501 kt | TEMP: -36 C | FUEL: 34.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29338 ft | SPD: 514 kt | TEMP: -40 C | FUEL: 70.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31971 ft | SPD: 488 kt | TEMP: -46 C | FUEL: 89.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35838 ft | SPD: 478 kt | TEMP: -53 C | FUEL: 20.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36492 ft | SPD: 442 kt | TEMP: -45 C | FUEL: 52.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39334 ft | SPD: 482 kt | TEMP: -35 C | FUEL: 48.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36041 ft | SPD: 471 kt | TEMP: -43 C | FUEL: 93.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34096 ft | SPD: 503 kt | TEMP: -46 C | FUEL: 66.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38632 ft | SPD: 427 kt | TEMP: -40 C | FUEL: 67.4%
TIME: 2025-04-11T00:22:53Z | ALT: 39629 ft | SPD: 438 kt | TEMP: -36 C | FUEL: 44.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30104 ft | SPD: 498 kt | TEMP: -50 C | FUEL: 79.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32314 ft | SPD: 497 kt | TEMP: -39 C | FUEL: 41.4%
TIME: 2025-04-11T00:22:53Z | ALT: 35758 ft | SPD: 486 kt | TEMP: -41 C | FUEL: 28.6%
TIME: 2025-04-11T00:22:53Z | ALT: 34588 ft | SPD: 443 kt | TEMP: -40 C | FUEL: 85.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36383 ft | SPD: 430 kt | TEMP: -49 C | FUEL: 48.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37075 ft | SPD: 476 kt | TEMP: -44 C | FUEL: 94.2%
TIME: 2025-04-11T00:22:53Z | ALT: 32882 ft | SPD: 502 kt | TEMP: -49 C | FUEL: 57.8%
TIME: 2025-04-11T00:22:53Z | ALT: 39643 ft | SPD: 451 kt | TEMP: -45 C | FUEL: 48.1%
TIME: 2025-04-11T00:22:53Z | ALT: 29850 ft | SPD: 452 kt | TEMP: -39 C | FUEL: 50.8%
TIME: 2025-04-11T00:22:53Z | ALT: 38502 ft | SPD: 477 kt | TEMP: -35 C | FUEL: 99.3%
TIME: 2025-04-11T00:22:53Z | ALT: 36236 ft | SPD: 440 kt | TEMP: -33 C | FUEL: 86.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37871 ft | SPD: 474 kt | TEMP: -47 C | FUEL: 20.6%
TIME: 2025-04-11T00:22:53Z | ALT: 35343 ft | SPD: 442 kt | TEMP: -47 C | FUEL: 98.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40321 ft | SPD: 519 kt | TEMP: -35 C | FUEL: 27.6%
TIME: 2025-04-11T00:22:53Z | ALT: 35608 ft | SPD: 473 kt | TEMP: -53 C | FUEL: 54.8%
TIME: 2025-04-11T00:22:53Z | ALT: 31310 ft | SPD: 458 kt | TEMP: -40 C | FUEL: 76.7%
TIME: 2025-04-11T00:22:53Z | ALT: 40926 ft | SPD: 490 kt | TEMP: -42 C | FUEL: 29.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37273 ft | SPD: 481 kt | TEMP: -40 C | FUEL: 97.4%
TIME: 2025-04-11T00:22:53Z | ALT: 37296 ft | SPD: 428 kt | TEMP: -53 C | FUEL: 57.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38934 ft | SPD: 476 kt | TEMP: -36 C | FUEL: 30.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37897 ft | SPD: 469 kt | TEMP: -33 C | FUEL: 55.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35263 ft | SPD: 450 kt | TEMP: -47 C | FUEL: 39.0%
TIME: 2025-04-11T00:22:53Z | ALT: 32432 ft | SPD: 466 kt | TEMP: -41 C | FUEL: 82.5%
TIME: 2025-04-11T00:22:53Z | ALT: 29388 ft | SPD: 420 kt | TEMP: -38 C | FUEL: 97.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40808 ft | SPD: 460 kt | TEMP: -53 C | FUEL: 83.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40148 ft | SPD: 421 kt | TEMP: -55 C | FUEL: 59.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37269 ft | SPD: 489 kt | TEMP: -50 C | FUEL: 31.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33049 ft | SPD: 489 kt | TEMP: -39 C | FUEL: 98.5%
TIME: 2025-04-11T00:22:53Z | ALT: 39590 ft | SPD: 504 kt | TEMP: -38 C | FUEL: 47.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33320 ft | SPD: 423 kt | TEMP: -31 C | FUEL: 38.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30762 ft | SPD: 449 kt | TEMP: -52 C | FUEL: 79.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36707 ft | SPD: 474 kt | TEMP: -39 C | FUEL: 65.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32337 ft | SPD: 457 kt | TEMP: -41 C | FUEL: 43.3%
TIME: 2025-04-11T00:22:53Z | ALT: 29714 ft | SPD: 467 kt | TEMP: -53 C | FUEL: 62.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32496 ft | SPD: 422 kt | TEMP: -31 C | FUEL: 43.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32383 ft | SPD: 464 kt | TEMP: -37 C | FUEL: 78.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37161 ft | SPD: 501 kt | TEMP: -49 C | FUEL: 54.3%
TIME: 2025-04-11T00:22:53Z | ALT: 40519 ft | SPD: 477 kt | TEMP: -35 C | FUEL: 33.2%
TIME: 2025-04-11T00:22:53Z | ALT: 38074 ft | SPD: 423 kt | TEMP: -35 C | FUEL: 53.2%
TIME: 2025-04-11T00:22:53Z | ALT: 36448 ft | SPD: 484 kt | TEMP: -52 C | FUEL: 20.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33167 ft | SPD: 426 kt | TEMP: -49 C | FUEL: 66.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36358 ft | SPD: 459 kt | TEMP: -51 C | FUEL: 50.4%
TIME: 2025-04-11T00:22:53Z | ALT: 29777 ft | SPD: 465 kt | TEMP: -37 C | FUEL: 60.7%
TIME: 2025-04-11T00:22:53Z | ALT: 32594 ft | SPD: 445 kt | TEMP: -54 C | FUEL: 84.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40353 ft | SPD: 481 kt | TEMP: -42 C | FUEL: 97.1%
TIME: 2025-04-11T00:22:53Z | ALT: 34248 ft | SPD: 444 kt | TEMP: -38 C | FUEL: 36.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36233 ft | SPD: 452 kt | TEMP: -35 C | FUEL: 51.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38176 ft | SPD: 484 kt | TEMP: -48 C | FUEL: 76.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36110 ft | SPD: 519 kt | TEMP: -51 C | FUEL: 34.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30695 ft | SPD: 470 kt | TEMP: -38 C | FUEL: 64.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36102 ft | SPD: 480 kt | TEMP: -48 C | FUEL: 79.9%
TIME: 2025-04-11T00:22:53Z | ALT: 37962 ft | SPD: 514 kt | TEMP: -50 C | FUEL: 75.1%
TIME: 2025-04-11T00:22:53Z | ALT: 37600 ft | SPD: 469 kt | TEMP: -54 C | FUEL: 37.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32785 ft | SPD: 500 kt | TEMP: -51 C | FUEL: 63.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40805 ft | SPD: 446 kt | TEMP: -34 C | FUEL: 92.5%
TIME: 2025-04-11T00:22:53Z | ALT: 29397 ft | SPD: 470 kt | TEMP: -55 C | FUEL: 28.2%
TIME: 2025-04-11T00:22:53Z | ALT: 35441 ft | SPD: 502 kt | TEMP: -38 C | FUEL: 51.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40342 ft | SPD: 502 kt | TEMP: -49 C | FUEL: 84.8%
TIME: 2025-04-11T00:22:53Z | ALT: 30460 ft | SPD: 475 kt | TEMP: -50 C | FUEL: 74.8%
TIME: 2025-04-11T00:22:53Z | ALT: 33523 ft | SPD: 434 kt | TEMP: -43 C | FUEL: 37.3%
TIME: 2025-04-11T00:22:53Z | ALT: 29135 ft | SPD: 436 kt | TEMP: -50 C | FUEL: 38.8%
TIME: 2025-04-11T00:22:53Z | ALT: 29204 ft | SPD: 470 kt | TEMP: -37 C | FUEL: 53.6%
TIME: 2025-04-11T00:22:53Z | ALT: 33532 ft | SPD: 473 kt | TEMP: -34 C | FUEL: 41.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33330 ft | SPD: 448 kt | TEMP: -47 C | FUEL: 23.4%
TIME: 2025-04-11T00:22:53Z | ALT: 34468 ft | SPD: 520 kt | TEMP: -30 C | FUEL: 84.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32972 ft | SPD: 467 kt | TEMP: -49 C | FUEL: 31.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30410 ft | SPD: 508 kt | TEMP: -49 C | FUEL: 34.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36971 ft | SPD: 511 kt | TEMP: -41 C | FUEL: 46.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33438 ft | SPD: 432 kt | TEMP: -35 C | FUEL: 22.0%
TIME: 2025-04-11T00:22:53Z | ALT: 40870 ft | SPD: 430 kt | TEMP: -38 C | FUEL: 33.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38888 ft | SPD: 470 kt | TEMP: -44 C | FUEL: 51.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30047 ft | SPD: 451 kt | TEMP: -43 C | FUEL: 92.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38110 ft | SPD: 506 kt | TEMP: -45 C | FUEL: 50.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32735 ft | SPD: 511 kt | TEMP: -47 C | FUEL: 62.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30168 ft | SPD: 498 kt | TEMP: -39 C | FUEL: 74.3%
TIME: 2025-04-11T00:22:53Z | ALT: 30291 ft | SPD: 493 kt | TEMP: -54 C | FUEL: 37.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30695 ft | SPD: 453 kt | TEMP: -38 C | FUEL: 31.1%
TIME: 2025-04-11T00:22:53Z | ALT: 37828 ft | SPD: 510 kt | TEMP: -51 C | FUEL: 22.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37081 ft | SPD: 493 kt | TEMP: -52 C | FUEL: 50.3%
TIME: 2025-04-11T00:22:53Z | ALT: 33567 ft | SPD: 462 kt | TEMP: -49 C | FUEL: 57.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36982 ft | SPD: 424 kt | TEMP: -33 C | FUEL: 58.2%
TIME: 2025-04-11T00:22:53Z | ALT: 38634 ft | SPD: 501 kt | TEMP: -52 C | FUEL: 78.2%
TIME: 2025-04-11T00:22:53Z | ALT: 33643 ft | SPD: 464 kt | TEMP: -33 C | FUEL: 83.3%
TIME: 2025-04-11T00:22:53Z | ALT: 35838 ft | SPD: 439 kt | TEMP: -36 C | FUEL: 29.6%
TIME: 2025-04-11T00:22:53Z | ALT: 40607 ft | SPD: 511 kt | TEMP: -49 C | FUEL: 90.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32878 ft | SPD: 491 kt | TEMP: -49 C | FUEL: 96.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30996 ft | SPD: 499 kt | TEMP: -35 C | FUEL: 58.8%
TIME: 2025-04-11T00:22:53Z | ALT: 34132 ft | SPD: 511 kt | TEMP: -44 C | FUEL: 98.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33324 ft | SPD: 506 kt | TEMP: -50 C | FUEL: 83.0%
TIME: 2025-04-11T00:22:53Z | ALT: 37170 ft | SPD: 496 kt | TEMP: -50 C | FUEL: 38.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31702 ft | SPD: 423 kt | TEMP: -37 C | FUEL: 73.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33727 ft | SPD: 501 kt | TEMP: -44 C | FUEL: 52.1%
TIME: 2025-04-11T00:22:53Z | ALT: 40242 ft | SPD: 460 kt | TEMP: -52 C | FUEL: 60.1%
TIME: 2025-04-11T00:22:53Z | ALT: 32437 ft | SPD: 431 kt | TEMP: -49 C | FUEL: 78.4%
TIME: 2025-04-11T00:22:53Z | ALT: 38686 ft | SPD: 520 kt | TEMP: -31 C | FUEL: 70.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36930 ft | SPD: 507 kt | TEMP: -31 C | FUEL: 31.5%
TIME: 2025-04-11T00:22:53Z | ALT: 34485 ft | SPD: 433 kt | TEMP: -46 C | FUEL: 63.9%
TIME: 2025-04-11T00:22:53Z | ALT: 32852 ft | SPD: 459 kt | TEMP: -55 C | FUEL: 64.7%
TIME: 2025-04-11T00:22:53Z | ALT: 30883 ft | SPD: 517 kt | TEMP: -41 C | FUEL: 25.5%
TIME: 2025-04-11T00:22:53Z | ALT: 40568 ft | SPD: 430 kt | TEMP: -34 C | FUEL: 85.2%
TIME: 2025-04-11T00:22:53Z | ALT: 36795 ft | SPD: 511 kt | TEMP: -40 C | FUEL: 54.5%
TIME: 2025-04-11T00:22:53Z | ALT: 35451 ft | SPD: 444 kt | TEMP: -50 C | FUEL: 70.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33803 ft | SPD: 518 kt | TEMP: -37 C | FUEL: 79.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37904 ft | SPD: 515 kt | TEMP: -50 C | FUEL: 56.8%
TIME: 2025-04-11T00:22:53Z | ALT: 37929 ft | SPD: 453 kt | TEMP: -34 C | FUEL: 37.6%
TIME: 2025-04-11T00:22:53Z | ALT: 39274 ft | SPD: 496 kt | TEMP: -55 C | FUEL: 49.7%
TIME: 2025-04-11T00:22:53Z | ALT: 29973 ft | SPD: 508 kt | TEMP: -42 C | FUEL: 45.5%
TIME: 2025-04-11T00:22:53Z | ALT: 36404 ft | SPD: 439 kt | TEMP: -55 C | FUEL: 85.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38798 ft | SPD: 439 kt | TEMP: -44 C | FUEL: 90.3%
TIME: 2025-04-11T00:22:53Z | ALT: 31094 ft | SPD: 518 kt | TEMP: -47 C | FUEL: 56.1%
TIME: 2025-04-11T00:22:53Z | ALT: 31058 ft | SPD: 447 kt | TEMP: -33 C | FUEL: 82.3%
TIME: 2025-04-11T00:22:53Z | ALT: 32788 ft | SPD: 431 kt | TEMP: -49 C | FUEL: 66.0%
TIME: 2025-04-11T00:22:53Z | ALT: 36766 ft | SPD: 498 kt | TEMP: -39 C | FUEL: 65.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29141 ft | SPD: 513 kt | TEMP: -53 C | FUEL: 80.0%
TIME: 2025-04-11T00:22:53Z | ALT: 31007 ft | SPD: 440 kt | TEMP: -45 C | FUEL: 72.8%
TIME: 2025-04-11T00:22:53Z | ALT: 36873 ft | SPD: 509 kt | TEMP: -39 C | FUEL: 24.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33314 ft | SPD: 442 kt | TEMP: -35 C | FUEL: 26.9%
TIME: 2025-04-11T00:22:53Z | ALT: 30887 ft | SPD: 458 kt | TEMP: -37 C | FUEL: 44.1%
TIME: 2025-04-11T00:22:53Z | ALT: 39295 ft | SPD: 476 kt | TEMP: -40 C | FUEL: 57.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34793 ft | SPD: 483 kt | TEMP: -33 C | FUEL: 28.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40115 ft | SPD: 423 kt | TEMP: -42 C | FUEL: 91.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40847 ft | SPD: 423 kt | TEMP: -33 C | FUEL: 83.1%
TIME: 2025-04-11T00:22:53Z | ALT: 30933 ft | SPD: 463 kt | TEMP: -55 C | FUEL: 62.5%
TIME: 2025-04-11T00:22:53Z | ALT: 38232 ft | SPD: 513 kt | TEMP: -48 C | FUEL: 84.9%
TIME: 2025-04-11T00:22:53Z | ALT: 36616 ft | SPD: 483 kt | TEMP: -35 C | FUEL: 37.5%
TIME: 2025-04-11T00:22:53Z | ALT: 33209 ft | SPD: 499 kt | TEMP: -50 C | FUEL: 32.2%
TIME: 2025-04-11T00:22:53Z | ALT: 40112 ft | SPD: 494 kt | TEMP: -46 C | FUEL: 65.0%
TIME: 2025-04-11T00:22:53Z | ALT: 30390 ft | SPD: 516 kt | TEMP: -40 C | FUEL: 67.3%
TIME: 2025-04-11T00:22:53Z | ALT: 37034 ft | SPD: 473 kt | TEMP: -51 C | FUEL: 51.4%
TIME: 2025-04-11T00:22:53Z | ALT: 30932 ft | SPD: 484 kt | TEMP: -49 C | FUEL: 62.9%
TIME: 2025-04-11T00:22:53Z | ALT: 40810 ft | SPD: 515 kt | TEMP: -39 C | FUEL: 54.7%
TIME: 2025-04-11T00:22:53Z | ALT: 39941 ft | SPD: 423 kt | TEMP: -48 C | FUEL: 23.3%
TIME: 2025-04-11T00:22:53Z | ALT: 39230 ft | SPD: 484 kt | TEMP: -44 C | FUEL: 54.1%
TIME: 2025-04-11T00:22:53Z | ALT: 33193 ft | SPD: 504 kt | TEMP: -47 C | FUEL: 59.6%
TIME: 2025-04-11T00:22:53Z | ALT: 32145 ft | SPD: 495 kt | TEMP: -34 C | FUEL: 94.6%
TIME: 2025-04-11T00:22:53Z | ALT: 36518 ft | SPD: 496 kt | TEMP: -42 C | FUEL: 98.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29398 ft | SPD: 504 kt | TEMP: -51 C | FUEL: 74.6%
TIME: 2025-04-11T00:22:53Z | ALT: 30928 ft | SPD: 446 kt | TEMP: -48 C | FUEL: 59.7%
TIME: 2025-04-11T00:22:53Z | ALT: 33472 ft | SPD: 425 kt | TEMP: -44 C | FUEL: 35.7%
TIME: 2025-04-11T00:22:53Z | ALT: 31276 ft | SPD: 442 kt | TEMP: -39 C | FUEL: 57.6%
TIME: 2025-04-11T00:22:53Z | ALT: 37286 ft | SPD: 499 kt | TEMP: -38 C | FUEL: 31.8%
TIME: 2025-04-11T00:22:53Z | ALT: 32311 ft | SPD: 469 kt | TEMP: -33 C | FUEL: 71.1%
TIME: 2025-04-11T00:22:53Z | ALT: 38018 ft | SPD: 501 kt | TEMP: -30 C | FUEL: 33.9%
TIME: 2025-04-11T00:22:53Z | ALT: 39641 ft | SPD: 440 kt | TEMP: -53 C | FUEL: 81.7%
TIME: 2025-04-11T00:22:53Z | ALT: 36954 ft | SPD: 487 kt | TEMP: -39 C | FUEL: 70.0%
TIME: 2025-04-11T00:22:53Z | ALT: 34340 ft | SPD: 427 kt | TEMP: -46 C | FUEL: 44.2%
TIME: 2025-04-11T00:22:53Z | ALT: 30697 ft | SPD: 484 kt | TEMP: -41 C | FUEL: 80.4%
TIME: 2025-04-11T00:22:53Z | ALT: 32364 ft | SPD: 460 kt | TEMP: -55 C | FUEL: 39.2%
TIME: 2025-04-11T00:22:53Z | ALT: 29873 ft | SPD: 452 kt | TEMP: -40 C | FUEL: 96.3%
TIME: 2025-04-11T00:22:53Z | ALT: 38910 ft | SPD: 519 kt | TEMP: -55 C | FUEL: 53.4%
TIME: 2025-04-11T00:22:53Z | ALT: 40369 ft | SPD: 451 kt | TEMP: -47 C | FUEL: 86.4%
TIME: 2025-04-11T00:22:53Z | ALT: 39269 ft | SPD: 422 kt | TEMP: -35 C | FUEL: 68.6%
TIME: 2025-04-11T00:22:53Z | ALT: 31078 ft | SPD: 429 kt | TEMP: -38 C | FUEL: 41.0%
TIME: 2025-04-11T00:22:53Z | ALT: 38536 ft | SPD: 425 kt | TEMP: -37 C | FUEL: 48.6%
TIME: 2025-04-11T00:22:53Z | ALT: 38518 ft | SPD: 471 kt | TEMP: -33 C | FUEL: 99.7%
